38.00,20,30,40,50,50 
41.00,20,30,40,50,50 
44.00,20,30,40,50,50 
47.00,20,30,40,50,50 
50.00,20,30,40,50,50 
53.00,20,30,40,50,50 
56.00,20,30,40,50,50 
59.00,20,30,40,50,50 
62.00,20,30,40,50,50 
65.00,20,30,40,50,50 
68.00,20,30,40,50,50 
71.00,20,30,40,50,50 
74.00,20,30,40,50,50 
77.00,20,30,40,50,50 
80.00,20,30,40,50,50 
83.00,20,30,40,50,50 
86.00,20,30,40,50,50 
89.00,20,30,40,50,50 
92.00,20,30,40,50,50 
95.00,20,30,40,50,50 
98.00,20,30,40,50,50 
101.00,20,30,40,50,50 
104.00,20,30,40,50,50 
107.00,20,30,40,50,50 
110.00,20,30,40,50,50 
113.00,20,30,40,50,50 
116.00,20,30,40,50,50 
119.00,20,30,40,50,50 
122.00,20,30,40,50,50 
125.00,20,30,40,50,50 
128.00,20,30,40,50,50 
131.00,20,30,40,50,50 
134.00,20,30,40,50,50 
137.00,20,30,40,50,50 
140.00,20,30,40,50,50 
143.00,20,30,40,50,50 
146.00,20,30,40,50,50 
149.00,20,30,40,50,50 
152.00,20,30,40,50,50 
155.00,20,30,40,50,50 
158.00,20,30,40,50,50 
161.00,20,30,40,50,50 
164.00,20,30,40,50,50 
167.00,20,30,40,50,50 
170.00,20,30,40,50,50 
173.00,20,30,40,50,50 
176.00,20,30,40,50,50 
179.00,20,30,40,50,50 
182.00,20,30,40,50,50 
185.00,20,30,40,50,50 
188.00,20,30,40,50,50 
191.00,20,30,40,50,50 
194.00,20,30,40,50,50 
197.00,20,30,40,50,50 
200.00,20,30,40,50,50 
203.00,20,30,40,50,50 
206.00,20,30,40,50,50 
209.00,20,30,40,50,50 
212.00,20,30,40,50,50 
215.00,20,30,40,50,50 
218.00,20,30,40,50,50 
221.00,20,30,40,50,50 
224.00,20,30,40,50,50 
227.00,20,30,40,50,50 
230.00,20,30,40,50,50 
233.00,20,30,40,50,50 
236.00,20,30,40,50,50 
239.00,20,30,40,50,50 
242.00,20,30,40,50,50 
245.00,20,30,40,50,50 
248.00,20,30,40,50,50 
251.00,20,30,40,50,50 
254.00,20,30,40,50,50 
257.00,20,30,40,50,50 
260.00,20,30,40,50,50 
263.00,20,30,40,50,50 
266.00,20,30,40,50,50 
269.00,20,30,40,50,50 
272.00,20,30,40,50,50 
275.00,20,30,40,50,50 
278.00,20,30,40,50,50 
281.00,20,30,40,50,50 
284.00,20,30,40,50,50 
287.00,20,30,40,50,50 
290.00,20,30,40,50,50 
293.00,20,30,40,50,50 
296.00,20,30,40,50,50 
299.00,20,30,40,50,50 
302.00,20,30,40,50,50 
305.00,20,30,40,50,50 
308.00,20,30,40,50,50 
311.00,20,30,40,50,50 
314.00,20,30,40,50,50 
317.00,20,30,40,50,50 
320.00,20,30,40,50,50 
323.00,20,30,40,50,50 
326.00,20,30,40,50,50 
329.00,20,30,40,50,50 
332.00,20,30,40,50,50 
335.00,20,30,40,50,50 
338.00,20,30,40,50,50 
341.00,20,30,40,50,50 
344.00,20,30,40,50,50 
347.00,20,30,40,50,50 
350.00,20,30,40,50,50 
353.00,20,30,40,50,50 
356.00,20,30,40,50,50 
359.00,20,30,40,50,50 
362.00,20,30,40,50,50 
365.00,20,30,40,50,50 
368.00,20,30,40,50,50 
371.00,20,30,40,50,50 
374.00,20,30,40,50,50 
377.00,20,30,40,50,50 
380.00,20,30,40,50,50 
383.00,20,30,40,50,50 
386.00,20,30,40,50,50 
389.00,20,30,40,50,50 
392.00,20,30,40,50,50 
395.00,20,30,40,50,50 
398.00,20,30,40,50,50 
401.00,20,30,40,50,50 
404.00,20,30,40,50,50 
407.00,20,30,40,50,50 
410.00,20,30,40,50,50 
413.00,20,30,40,50,50 
416.00,20,30,40,50,50 
419.00,20,30,40,50,50 
422.00,20,30,40,50,50 
425.00,20,30,40,50,50 
428.00,20,30,40,50,50 
431.00,20,30,40,50,50 
434.00,20,30,40,50,50 
437.00,20,30,40,50,50 
440.00,20,30,40,50,50 
443.00,20,30,40,50,50 
446.00,20,30,40,50,50 
449.00,20,30,40,50,50 
452.00,20,30,40,50,50 
455.00,20,30,40,50,50 
458.00,20,30,40,50,50 
461.00,20,30,40,50,50 
464.00,20,30,40,50,50 
467.00,20,30,40,50,50 
470.00,20,30,40,50,50 
473.00,20,30,40,50,50 
476.00,20,30,40,50,50 
479.00,20,30,40,50,50 
482.00,20,30,40,50,50 
485.00,20,30,40,50,50 
488.00,20,30,40,50,50 
491.00,20,30,40,50,50 
494.00,20,30,40,50,50 
497.00,20,30,40,50,50 
500.00,20,30,40,50,50 
503.00,20,30,40,50,50 
37.00,20,30,40,50,50 
40.00,20,30,40,50,50 
43.00,20,30,40,50,50 
46.00,20,30,40,50,50 
37.00,20,30,40,50,50 
40.00,20,30,40,50,50 
36.00,20,30,40,50,50 
39.00,20,30,40,50,50 
42.00,20,30,40,50,50 
38.00,20,30,40,50,50 
41.00,20,30,40,50,50 
44.00,20,30,40,50,50 
38.00,20,30,40,50,50 
41.00,20,30,40,50,50 
44.00,20,30,40,50,50 
47.00,20,30,40,50,50 
50.00,20,30,40,50,50 
53.00,20,30,40,50,50 
56.00,20,30,40,50,50 
59.00,20,30,40,50,50 
62.00,20,30,40,50,50 
65.00,20,30,40,50,50 
68.00,20,30,40,50,50 
71.00,20,30,40,50,50 
74.00,20,30,40,50,50 
77.00,20,30,40,50,50 
80.00,20,30,40,50,50 
83.00,20,30,40,50,50 
